subject,list,item,input,output,study,recall,repeat,intrusion,task,category,period,category_input
21,10,LITHIUM,4,n/a,true,false,0,false,1,CHEMICAL ELEMENTS,1,1
21,10,PENCIL,5,7,true,true,0,false,1,CARPENTRY TOOLS,1,1
21,10,BRAZIL,6,n/a,true,false,0,false,1,COUNTRIES,1,1
21,10,STOVE,7,n/a,true,false,0,false,1,KITCHEN TOOLS,1,1
21,10,FIELD HOCKEY,8,n/a,true,false,0,false,1,SPORTS,1,1
21,10,PEACOCK,9,n/a,true,false,0,false,1,BIRDS,1,1
21,10,FOUNDATION,10,n/a,true,false,0,false,1,BUILDING PARTS,1,1
21,10,CABINET,11,10,true,true,0,false,1,FURNITURE WORDS,1,1
21,10,BLUEGILL,12,n/a,true,false,0,false,1,FISH,1,1
21,10,KETCHUP,13,n/a,true,false,0,false,1,SEASONINGS,1,1
21,10,PHYSIOLOGY,14,9,true,true,0,false,1,SCIENCES,1,1
21,10,ORLANDO,15,n/a,true,false,0,false,1,CITIES,1,1
21,10,BRUSSELS SPROUTS,16,n/a,true,false,0,false,1,VEGETABLES,1,1
21,10,KEYBOARD,17,n/a,true,false,0,false,1,MUSICAL INSTRUMENTS,1,1
21,10,BEETLE,18,n/a,true,false,0,false,1,INSECTS,1,1
21,10,IGLOO,19,8,true,true,0,false,1,DWELLINGS,1,1
21,10,SHORTS,20,n/a,true,false,0,false,1,CLOTHES,1,1
21,10,WATERFALL,21,3,true,true,0,false,1,GEOGRAPHY TERMS,1,1
21,10,STEAM,22,4,true,true,0,false,1,SOURCES OF FUEL,1,1
21,10,BROCHURE,23,2,true,true,0,false,1,READING MATERIALS,1,1
21,10,CASHMERE,24,1,true,true,0,false,1,FABRICS,1,1
21,10,DROUGHT,n/a,5,false,true,0,true,1,n/a,n/a,0
21,11,VOLLEYBALL,1,1,true,true,0,false,2,SPORTS,1,1
21,11,COTTAGE,2,4,true,true,0,false,2,DWELLINGS,1,1
21,11,MICRON,3,5,true,true,0,false,2,UNITS OF DISTANCE,1,1
21,11,SKIING,4,n/a,true,false,0,false,2,SPORTS,1,2
21,11,NAUTICAL MILE,5,10,true,true,0,false,2,UNITS OF DISTANCE,1,2
21,11,MANSION,6,13,true,true,0,false,2,DWELLINGS,1,2
21,11,NANOMETER,7,n/a,true,false,0,false,2,UNITS OF DISTANCE,1,3
21,11,SAILING,8,11,true,true,0,false,2,SPORTS,1,3
21,11,ADOBE,9,n/a,true,false,0,false,2,DWELLINGS,1,3
21,11,FENCING,10,n/a,true,false,0,false,2,SPORTS,1,4
21,11,DECIMETER,11,6,true,true,0,false,2,UNITS OF DISTANCE,1,4
21,11,PALACE,12,n/a,true,false,0,false,2,DWELLINGS,1,4
21,11,FATHOM,13,n/a,true,false,0,false,2,UNITS OF DISTANCE,1,5
21,11,SWIMMING,14,n/a,true,false,0,false,2,SPORTS,1,5
21,11,CABIN,15,n/a,true,false,0,false,2,DWELLINGS,1,5
21,11,FURLONG,16,7,true,true,0,false,2,UNITS OF DISTANCE,1,6
21,11,TOWNHOUSE,17,12,true,true,0,false,2,DWELLINGS,1,6
21,11,HANDBALL,18,n/a,true,false,0,false,2,SPORTS,1,6
21,11,TENT,19,n/a,true,false,0,false,2,DWELLINGS,1,7
21,11,GOLF,20,2,true,true,0,false,2,SPORTS,1,7
21,11,LEAGUE,21,9,true,true,0,false,2,UNITS OF DISTANCE,1,7
21,11,SOFTBALL,22,8,true,true,0,false,2,SPORTS,1,8
21,11,LEAN-TO,23,3,true,true,0,false,2,DWELLINGS,1,8
21,11,LIGHT YEAR,24,n/a,true,false,0,false,2,UNITS OF DISTANCE,1,8
21,12,MAGNOLIA,1,4,true,true,0,false,2,FLOWERS,1,1
21,12,MAGNOLIA,1,13,false,true,1,false,2,FLOWERS,1,1
21,12,CRIMSON,2,n/a,true,false,0,false,2,COLORS,1,1
21,12,MAGNESIUM,3,8,true,true,0,false,2,CHEMICAL ELEMENTS,1,1
21,12,MAGNESIUM,3,15,false,true,1,false,2,CHEMICAL ELEMENTS,1,1
21,12,TEAL,4,n/a,true,false,0,false,2,COLORS,1,2
21,12,LILY,5,n/a,true,false,0,false,2,FLOWERS,1,2
21,12,SULFUR,6,n/a,true,false,0,false,2,CHEMICAL ELEMENTS,1,2
21,12,AQUA,7,n/a,true,false,0,false,2,COLORS,1,3
21,12,MARIGOLD,8,n/a,true,false,0,false,2,FLOWERS,1,3
21,12,MANGANESE,9,7,true,true,0,false,2,CHEMICAL ELEMENTS,1,3
21,12,SCARLET,10,n/a,true,false,0,false,2,COLORS,1,4
21,12,NITROGEN,11,10,true,true,0,false,2,CHEMICAL ELEMENTS,1,4
21,12,DANDELION,12,12,true,true,0,false,2,FLOWERS,1,4
21,12,CHLORINE,13,n/a,true,false,0,false,2,CHEMICAL ELEMENTS,1,5
21,12,FUCHSIA,14,3,true,true,0,false,2,COLORS,1,5
21,12,AZALEA,15,6,true,true,0,false,2,FLOWERS,1,5
21,12,FLUORINE,16,14,true,true,0,false,2,CHEMICAL ELEMENTS,1,6
21,12,PANSY,17,5,true,true,0,false,2,FLOWERS,1,6
21,12,LAVENDER,18,n/a,true,false,0,false,2,COLORS,1,6
21,12,CARBON,19,9,true,true,0,false,2,CHEMICAL ELEMENTS,1,7
21,12,BROWN,20,11,true,true,0,false,2,COLORS,1,7
21,12,IRIS,21,2,true,true,0,false,2,FLOWERS,1,7
21,12,POTASSIUM,22,n/a,true,false,0,false,2,CHEMICAL ELEMENTS,1,8
21,12,BEIGE,23,n/a,true,false,0,false,2,COLORS,1,8
21,12,PETUNIA,24,1,true,true,0,false,2,FLOWERS,1,8
21,12,PETUNIA,24,17,false,true,1,false,2,FLOWERS,1,8
21,12,LITHIUM,n/a,16,false,true,0,true,2,n/a,n/a,0
21,13,FIR,1,4,true,true,0,false,3,TREES,3,1
21,13,GRAPE,2,n/a,true,false,0,false,3,FRUIT,2,1
21,13,RAVINE,3,n/a,true,false,0,false,3,GEOGRAPHY TERMS,1,1
21,13,AVOCADO,4,1,true,true,0,false,3,FRUIT,2,2
21,13,HEMLOCK,5,n/a,true,false,0,false,3,TREES,3,2
21,13,CANYON,6,n/a,true,false,0,false,3,GEOGRAPHY TERMS,1,2
21,13,ELM,7,n/a,true,false,0,false,3,TREES,3,3
21,13,FAULT,8,n/a,true,false,0,false,3,GEOGRAPHY TERMS,1,3
21,13,POMEGRANATE,9,n/a,true,false,0,false,3,FRUIT,2,3
21,13,CLIFF,10,n/a,true,false,0,false,3,GEOGRAPHY TERMS,1,4
21,13,PALM TREE,11,n/a,true,false,0,false,3,TREES,3,4
21,13,HONEYDEW,12,n/a,true,false,0,false,3,FRUIT,2,4
21,13,WILLOW,13,n/a,true,false,0,false,3,TREES,3,5
21,13,PLAIN,14,n/a,true,false,0,false,3,GEOGRAPHY TERMS,1,5
21,13,FIG,15,n/a,true,false,0,false,3,FRUIT,2,5
21,13,STREAM,16,n/a,true,false,0,false,3,GEOGRAPHY TERMS,1,6
21,13,TANGERINE,17,n/a,true,false,0,false,3,FRUIT,2,6
21,13,BLUE SPRUCE,18,2,true,true,0,false,3,TREES,3,6
21,13,PLUM,19,n/a,true,false,0,false,3,FRUIT,2,7
21,13,SEQUOIA,20,3,true,true,0,false,3,TREES,3,7
21,13,CAVERN,21,n/a,true,false,0,false,3,GEOGRAPHY TERMS,1,7
21,13,BEECH,22,5,true,true,0,false,3,TREES,3,8
21,13,ISLAND,23,n/a,true,false,0,false,3,GEOGRAPHY TERMS,1,8
21,13,APRICOT,24,n/a,true,false,0,false,3,FRUIT,2,8
21,14,DARTMOUTH,1,3,true,true,0,false,2,COLLEGES,1,1
21,14,FLEA,2,12,true,true,0,false,2,INSECTS,1,1
21,14,RABBI,3,8,true,true,0,false,2,MEMBERS OF THE CLERGY,1,1
21,14,SPIDER,4,11,true,true,0,false,2,INSECTS,1,2
21,14,NORTHWESTERN,5,n/a,true,false,0,false,2,COLLEGES,1,2
21,14,BISHOP,6,n/a,true,false,0,false,2,MEMBERS OF THE CLERGY,1,2
21,14,WORM,7,n/a,true,false,0,false,2,INSECTS,1,3
21,14,FLORIDA STATE,8,n/a,true,false,0,false,2,COLLEGES,1,3
21,14,REVEREND,9,n/a,true,false,0,false,2,MEMBERS OF THE CLERGY,1,3
21,14,MIT,10,4,true,true,0,false,2,COLLEGES,1,4
21,14,ELDER,11,n/a,true,false,0,false,2,MEMBERS OF THE CLERGY,1,4
21,14,PRAYING MANTIS,12,6,true,true,0,false,2,INSECTS,1,4
21,14,NYU,13,7,true,true,0,false,2,COLLEGES,1,5
21,14,RECTOR,14,n/a,true,false,0,false,2,MEMBERS OF THE CLERGY,1,5
21,14,TERMITE,15,n/a,true,false,0,false,2,INSECTS,1,5
21,14,COLUMBIA,16,n/a,true,false,0,false,2,COLLEGES,1,6
21,14,GRASSHOPPER,17,5,true,true,0,false,2,INSECTS,1,6
21,14,GRASSHOPPER,17,10,false,true,1,false,2,INSECTS,1,6
21,14,DEACON,18,n/a,true,false,0,false,2,MEMBERS OF THE CLERGY,1,6
21,14,BEE,19,n/a,true,false,0,false,2,INSECTS,1,7
21,14,PREACHER,20,9,true,true,0,false,2,MEMBERS OF THE CLERGY,1,7
21,14,PENN STATE,21,n/a,true,false,0,false,2,COLLEGES,1,7
21,14,BUTTERFLY,22,n/a,true,false,0,false,2,INSECTS,1,8
21,14,CAL TECH,23,1,true,true,0,false,2,COLLEGES,1,8
21,14,CHAPLAIN,24,2,true,true,0,false,2,MEMBERS OF THE CLERGY,1,8
21,14,CHAPLAIN,24,13,false,true,1,false,2,MEMBERS OF THE CLERGY,1,8
21,15,DUPLEX,1,1,true,true,0,false,1,DWELLINGS,1,1
21,15,STEAMBOAT,2,n/a,true,false,0,false,1,SHIPS,1,1
21,15,GARLIC,3,6,true,true,0,false,1,SEASONINGS,1,1
21,15,ELECTRICITY,4,n/a,true,false,0,false,1,SOURCES OF FUEL,1,1
21,15,PUZZLE,5,n/a,true,false,0,false,1,TOYS,1,1
21,15,OSTRICH,6,n/a,true,false,0,false,1,BIRDS,1,1
21,15,HELIUM,7,9,true,true,0,false,1,CHEMICAL ELEMENTS,1,1
21,15,BOXING,8,n/a,true,false,0,false,1,SPORTS,1,1
21,15,BROCCOLI,9,n/a,true,false,0,false,1,VEGETABLES,1,1
21,15,SCORE,10,n/a,true,false,0,false,1,UNITS OF TIME,1,1
